Device ID,Device Name,Battery Level (%),Temperature (°C),Signal Strength (%),Operational Hours,Maintenance Status,Criticality Level,Threat Detection Alerts,Firmware Vulnerabilities,Environment Type,Service Interval (days),Event Logs,Calibration Status,Device Health
ID7010,Surveillance Camera,49,6,40,188,Yes,High,6,4,Desert,58,21,Yes,normal
ID4035,Unmanned Ground Vehicle,87,0,44,186,No,Medium,61,5,Forest,68,65,No,compromised
ID1290,Communication Equipment,91,15,94,206,Yes,Medium,83,1,Urban,161,46,No,compromised
ID6836,Surveillance Camera,90,28,48,209,Yes,Low,24,0,Arctic,65,43,Yes,normal
ID4455,Weapon System,80,43,48,334,Yes,Low,20,5,Arctic,108,17,Yes,normal
ID6200,Radar System,47,44,71,264,Yes,High,12,5,Desert,58,34,Yes,normal
ID1710,Surveillance Camera,100,21,97,189,No,Medium,52,4,Urban,151,79,No,compromised
ID9327,Surveillance Camera,46,23,79,257,Yes,Medium,8,5,Forest,160,66,Yes,normal
ID4422,Unmanned Ground Vehicle,36,12,48,102,Yes,High,45,1,Desert,111,65,Yes,normal
ID9111,Unmanned Ground Vehicle,55,-6,30,188,Yes,Medium,29,3,Arctic,173,8,Yes,normal
ID4878,Radar System,34,13,69,456,Yes,Medium,44,3,Forest,102,43,Yes,normal
ID1820,Communication Equipment,52,50,78,284,Yes,Medium,17,3,Urban,125,93,Yes,normal
ID6535,Drone,93,-5,76,386,Yes,Medium,44,5,Desert,147,69,Yes,normal
ID1610,Radar System,61,-7,52,431,Yes,Low,21,1,Urban,55,11,Yes,normal
ID3704,Surveillance Camera,87,25,100,265,Yes,High,19,3,Arctic,161,77,Yes,normal
ID2344,Communication Equipment,68,49,83,455,No,High,87,0,Arctic,75,139,Yes,compromised
ID1384,Communication Equipment,28,31,63,479,Yes,Medium,38,2,Forest,72,52,No,compromised
ID5391,Unmanned Ground Vehicle,38,24,59,112,Yes,High,9,0,Desert,81,24,Yes,normal
ID9984,Weapon System,81,7,31,427,Yes,Medium,34,4,Urban,79,35,Yes,normal
ID8158,Drone,32,-6,67,462,Yes,Low,40,2,Arctic,165,94,Yes,normal
ID5279,Weapon System,88,55,31,220,No,Low,66,5,Forest,145,17,No,compromised
ID3169,Weapon System,69,34,89,293,No,High,90,4,Urban,174,48,Yes,compromised
ID5782,Surveillance Camera,70,24,58,328,Yes,Medium,19,1,Urban,160,46,Yes,normal
ID1363,Surveillance Camera,17,48,32,108,Yes,Medium,46,2,Desert,50,146,Yes,compromised
ID1785,Body Armor Sensor,31,-10,78,485,No,Medium,41,0,Urban,97,67,Yes,compromised
ID5628,Unmanned Ground Vehicle,67,20,60,436,Yes,Medium,17,4,Forest,178,28,Yes,normal
ID5134,Radar System,37,37,77,305,Yes,Low,37,1,Urban,96,136,Yes,compromised
ID5434,Drone,74,-9,23,169,No,High,99,3,Desert,148,40,Yes,compromised
ID3529,Communication Equipment,78,40,91,249,Yes,Medium,46,3,Arctic,61,66,Yes,normal
ID4760,Radar System,19,43,70,357,No,Medium,20,2,Desert,46,63,Yes,compromised
ID2400,Radar System,35,-3,66,224,No,Low,69,2,Forest,103,197,No,compromised
ID7907,Radar System,91,27,71,132,Yes,Low,13,3,Forest,176,58,Yes,normal
ID7302,Drone,32,7,70,343,No,High,33,0,Desert,158,66,Yes,compromised
ID8811,Radar System,80,43,76,264,Yes,Low,36,2,Arctic,52,38,Yes,normal
ID4750,Weapon System,44,1,99,350,No,High,92,2,Arctic,118,168,No,compromised
ID8347,Body Armor Sensor,50,36,61,164,No,High,58,0,Desert,50,166,No,compromised
ID3569,Weapon System,31,9,59,207,Yes,Low,6,5,Arctic,56,68,Yes,normal
ID2528,Drone,51,-5,79,131,Yes,Medium,1,5,Forest,91,33,Yes,normal
ID8974,Body Armor Sensor,12,51,30,411,No,High,83,2,Urban,64,18,Yes,compromised
ID7623,Weapon System,14,20,87,288,Yes,Low,63,2,Urban,46,54,No,compromised
ID1177,Communication Equipment,42,35,66,222,Yes,Low,40,0,Desert,174,3,Yes,normal
ID2588,Surveillance Camera,55,15,35,325,Yes,Low,2,1,Desert,64,7,Yes,normal
ID8880,Surveillance Camera,60,-4,88,164,No,High,2,2,Arctic,122,126,No,compromised
ID4960,Radar System,95,17,32,124,Yes,Low,49,5,Forest,159,18,Yes,normal
ID5146,Weapon System,66,21,56,268,Yes,Low,43,2,Forest,70,53,Yes,normal
ID3361,Unmanned Ground Vehicle,32,1,50,171,No,Low,69,5,Arctic,109,6,Yes,compromised
ID6194,Body Armor Sensor,80,13,74,279,Yes,Low,71,1,Forest,86,107,Yes,compromised
ID2070,Unmanned Ground Vehicle,70,4,33,495,No,Low,47,0,Arctic,167,179,Yes,compromised
ID2912,Communication Equipment,38,39,58,298,Yes,Low,12,1,Arctic,165,32,Yes,normal
ID3408,Communication Equipment,80,4,74,202,Yes,Low,22,3,Desert,38,60,Yes,normal
ID4379,Communication Equipment,86,27,57,310,Yes,High,9,2,Urban,30,64,Yes,normal
ID1546,Unmanned Ground Vehicle,53,-10,64,339,Yes,Low,42,4,Forest,84,72,Yes,normal
ID5803,Drone,92,35,70,110,Yes,High,48,1,Forest,152,5,Yes,normal
ID9804,Weapon System,33,11,62,496,Yes,High,27,3,Urban,51,39,Yes,normal
ID6399,Radar System,51,8,43,197,Yes,Low,37,3,Forest,167,85,Yes,normal
ID8789,Weapon System,73,25,73,105,Yes,Low,39,0,Urban,154,85,Yes,normal
ID5377,Drone,38,28,86,227,Yes,Medium,9,0,Urban,150,18,Yes,normal
ID6082,Drone,23,37,40,304,Yes,High,7,0,Arctic,148,4,Yes,normal
ID9849,Communication Equipment,11,37,85,169,Yes,Medium,6,1,Forest,113,20,Yes,compromised
ID8968,Surveillance Camera,38,-1,39,335,Yes,Low,38,2,Urban,91,68,Yes,normal
ID6910,Body Armor Sensor,34,2,98,142,No,Low,47,4,Urban,166,119,No,compromised
ID8266,Body Armor Sensor,47,-5,98,176,Yes,Medium,13,2,Arctic,119,71,Yes,normal
ID1029,Drone,87,22,47,107,Yes,Medium,49,4,Forest,123,93,Yes,normal
ID8927,Drone,35,23,71,173,Yes,Low,46,5,Arctic,121,90,Yes,normal
ID6308,Surveillance Camera,86,-5,88,115,Yes,Medium,4,1,Urban,101,13,Yes,normal
ID5855,Communication Equipment,80,58,54,316,No,Low,51,0,Urban,50,40,No,compromised
ID3825,Unmanned Ground Vehicle,80,36,52,178,Yes,High,67,0,Forest,107,82,Yes,compromised
ID2509,Communication Equipment,70,9,95,389,Yes,Low,25,4,Desert,84,148,Yes,compromised
ID4146,Radar System,22,45,33,400,Yes,High,20,3,Forest,46,9,Yes,normal
ID4291,Unmanned Ground Vehicle,84,6,75,169,No,High,69,1,Urban,65,189,Yes,compromised
ID6757,Body Armor Sensor,29,19,91,488,No,Medium,95,2,Desert,41,175,Yes,compromised
ID6134,Unmanned Ground Vehicle,73,0,68,481,Yes,Medium,24,1,Forest,40,57,Yes,normal
ID2682,Surveillance Camera,81,10,70,362,No,Medium,100,1,Arctic,140,123,Yes,compromised
ID8523,Weapon System,45,28,32,211,Yes,High,21,5,Desert,80,74,Yes,normal
ID9674,Radar System,80,46,97,272,Yes,High,11,5,Desert,121,13,Yes,normal
ID9153,Unmanned Ground Vehicle,69,39,50,437,Yes,Medium,24,4,Urban,37,51,Yes,normal
ID1474,Radar System,44,38,78,415,Yes,Medium,20,2,Forest,176,59,Yes,normal
ID2302,Drone,70,47,26,428,No,Low,48,0,Urban,94,87,No,compromised
ID4470,Drone,57,33,41,424,Yes,Medium,31,0,Arctic,98,72,Yes,normal
ID9685,Drone,56,37,79,264,Yes,High,46,1,Arctic,123,62,Yes,normal
ID9730,Radar System,87,19,42,101,Yes,Medium,59,1,Desert,140,54,No,compromised
ID5209,Weapon System,89,41,85,128,Yes,Low,31,4,Forest,142,49,Yes,normal
ID6203,Radar System,34,22,59,219,No,Medium,16,5,Desert,141,165,No,compromised
ID4649,Surveillance Camera,70,50,40,389,Yes,Medium,35,4,Urban,115,93,Yes,normal
ID9558,Weapon System,66,40,54,468,Yes,Low,14,5,Arctic,103,32,Yes,normal
ID5587,Communication Equipment,70,44,44,385,No,Medium,66,1,Desert,172,183,No,compromised
ID4775,Communication Equipment,38,35,24,314,Yes,Low,78,1,Urban,143,104,No,compromised
ID1117,Surveillance Camera,63,-7,24,491,Yes,Medium,87,2,Desert,136,199,Yes,compromised
ID2315,Unmanned Ground Vehicle,94,20,38,211,Yes,Medium,13,1,Arctic,121,48,Yes,normal
ID1453,Body Armor Sensor,64,-1,68,115,Yes,High,45,4,Desert,49,72,Yes,normal
ID3851,Weapon System,96,56,26,454,Yes,High,7,3,Urban,143,151,No,compromised
ID5942,Drone,25,-7,72,450,Yes,Low,37,0,Arctic,166,60,Yes,normal
ID6842,Weapon System,28,-7,96,446,No,Low,98,2,Urban,161,32,Yes,compromised
ID1263,Radar System,74,5,55,207,Yes,Medium,1,2,Forest,126,4,Yes,normal
ID3287,Radar System,69,38,89,304,Yes,High,67,1,Forest,113,59,No,compromised
ID1586,Weapon System,76,18,63,311,Yes,Medium,27,2,Desert,127,62,No,compromised
ID9736,Communication Equipment,66,7,36,319,Yes,High,41,0,Arctic,148,62,Yes,normal
ID3169,Surveillance Camera,24,39,61,454,Yes,Medium,4,2,Desert,180,14,Yes,normal
ID6070,Radar System,63,39,89,151,Yes,Medium,49,3,Desert,171,74,Yes,normal
ID5182,Drone,35,34,47,413,Yes,High,4,2,Forest,52,31,Yes,normal
ID7050,Radar System,38,14,74,203,No,High,93,3,Arctic,99,86,Yes,compromised
ID1553,Weapon System,74,18,72,347,No,High,16,0,Arctic,82,108,Yes,compromised
ID6433,Communication Equipment,84,43,41,113,No,Medium,11,4,Urban,35,140,No,compromised
ID6210,Unmanned Ground Vehicle,56,0,59,233,No,High,23,2,Arctic,158,23,No,compromised
ID9642,Body Armor Sensor,87,19,94,192,Yes,Low,31,4,Forest,56,50,Yes,normal
ID4231,Communication Equipment,49,54,88,431,No,Low,75,1,Arctic,177,154,Yes,compromised
ID6564,Weapon System,57,3,20,291,No,Low,14,4,Forest,126,108,No,compromised
ID1065,Communication Equipment,23,25,76,308,Yes,Low,42,2,Forest,51,39,Yes,normal
ID1767,Unmanned Ground Vehicle,69,31,56,439,Yes,Low,39,1,Urban,164,51,Yes,normal
ID9190,Drone,50,6,30,304,No,Low,33,4,Desert,91,112,No,compromised
ID3664,Unmanned Ground Vehicle,77,41,35,301,Yes,Medium,6,4,Urban,135,33,No,compromised
ID2895,Radar System,85,6,31,154,Yes,Low,39,4,Forest,88,10,Yes,normal
ID3688,Communication Equipment,85,45,35,190,Yes,High,77,2,Forest,164,31,Yes,compromised
ID4005,Drone,35,-10,72,250,Yes,High,31,2,Desert,51,158,No,compromised
ID9623,Body Armor Sensor,19,18,30,433,Yes,High,79,2,Forest,58,106,No,compromised
ID7273,Body Armor Sensor,32,20,82,457,Yes,High,36,0,Desert,46,77,Yes,normal
ID3614,Radar System,73,38,21,196,No,Medium,61,4,Arctic,55,24,No,compromised
ID1321,Unmanned Ground Vehicle,32,-2,56,192,Yes,Low,2,4,Arctic,151,36,Yes,normal
ID9237,Radar System,49,-2,57,330,Yes,High,53,3,Forest,61,37,No,compromised
ID1342,Unmanned Ground Vehicle,89,60,81,482,No,Medium,19,5,Desert,112,151,No,compromised
ID5826,Unmanned Ground Vehicle,73,-10,64,223,No,Low,23,3,Forest,160,197,Yes,compromised
ID2368,Drone,11,7,75,282,No,High,20,1,Urban,173,117,Yes,compromised
ID5858,Radar System,31,44,32,305,Yes,High,43,2,Urban,86,23,Yes,normal
ID6022,Drone,52,-3,60,155,Yes,High,75,4,Arctic,30,80,Yes,compromised
ID4700,Unmanned Ground Vehicle,48,3,51,130,Yes,High,17,2,Desert,91,25,Yes,normal
ID6159,Body Armor Sensor,35,12,88,476,Yes,Medium,10,4,Arctic,91,74,Yes,normal
ID1664,Radar System,54,28,84,240,Yes,Medium,18,1,Forest,176,116,No,compromised
ID9160,Drone,85,16,34,286,Yes,Low,3,1,Arctic,180,6,Yes,normal
ID2078,Drone,72,32,91,295,Yes,High,33,1,Desert,89,35,Yes,normal
ID5902,Body Armor Sensor,73,3,39,245,No,Low,20,4,Arctic,106,163,No,compromised
ID5283,Radar System,83,39,49,497,Yes,Low,15,0,Arctic,98,29,Yes,normal
ID1049,Communication Equipment,14,-10,59,287,Yes,Medium,56,3,Urban,74,126,Yes,compromised
ID4068,Unmanned Ground Vehicle,27,20,100,288,Yes,High,99,0,Arctic,130,130,Yes,compromised
ID7915,Body Armor Sensor,42,38,79,226,Yes,Low,16,5,Desert,176,24,Yes,normal
ID1419,Radar System,20,3,59,299,Yes,Low,28,1,Arctic,179,64,Yes,normal
ID7296,Weapon System,83,34,47,405,Yes,Medium,47,5,Forest,123,14,Yes,normal
ID3054,Body Armor Sensor,18,49,41,447,Yes,Medium,20,3,Urban,122,76,No,compromised
ID3785,Unmanned Ground Vehicle,19,8,54,180,Yes,Medium,31,2,Desert,75,21,No,compromised
ID8408,Surveillance Camera,33,2,94,316,Yes,Low,47,2,Arctic,54,6,Yes,normal
ID9640,Weapon System,19,-9,96,483,No,Medium,67,1,Urban,39,189,No,compromised
ID5809,Surveillance Camera,27,59,55,217,Yes,High,69,2,Urban,129,63,Yes,compromised
ID6542,Unmanned Ground Vehicle,81,14,69,411,Yes,Medium,26,3,Desert,86,44,Yes,normal
ID5690,Body Armor Sensor,33,56,65,255,No,Low,20,3,Arctic,116,164,Yes,compromised
ID3505,Drone,88,50,54,381,Yes,Medium,9,5,Urban,38,21,Yes,normal
ID9986,Surveillance Camera,10,1,56,321,No,Low,1,3,Urban,75,177,Yes,compromised
ID8564,Surveillance Camera,11,36,95,422,Yes,Low,57,1,Desert,83,179,No,compromised
ID3103,Weapon System,91,51,42,231,Yes,Medium,50,0,Arctic,56,152,No,compromised
ID6360,Drone,12,21,31,286,Yes,Medium,79,3,Desert,42,117,Yes,compromised
ID7064,Weapon System,14,51,51,335,No,Medium,96,5,Arctic,75,152,No,compromised
ID1284,Body Armor Sensor,54,40,83,496,Yes,High,53,0,Urban,82,195,Yes,compromised
ID2153,Surveillance Camera,44,43,67,303,No,High,82,2,Urban,133,132,No,compromised
ID7452,Communication Equipment,92,32,41,427,Yes,Medium,11,2,Urban,154,151,Yes,compromised
ID8430,Surveillance Camera,50,32,85,457,Yes,Low,42,5,Forest,102,25,Yes,normal
ID4571,Surveillance Camera,43,60,40,207,Yes,Medium,62,2,Urban,96,154,Yes,compromised
ID9077,Body Armor Sensor,61,14,76,252,Yes,High,39,2,Forest,149,57,Yes,normal
ID5731,Drone,41,29,87,328,Yes,Low,1,2,Arctic,136,2,Yes,normal
ID3440,Weapon System,29,56,95,160,No,High,77,0,Forest,157,85,Yes,compromised
ID6032,Weapon System,55,25,54,463,Yes,Medium,35,2,Desert,167,53,Yes,normal
ID8401,Drone,31,26,55,479,No,High,88,1,Desert,36,42,Yes,compromised
ID6374,Drone,81,5,35,147,Yes,Medium,0,5,Desert,120,33,Yes,normal
ID1317,Unmanned Ground Vehicle,39,21,92,297,Yes,High,5,3,Urban,59,78,Yes,normal
ID5277,Surveillance Camera,56,23,73,323,Yes,High,48,1,Desert,167,36,Yes,normal
ID7813,Weapon System,88,-8,73,363,No,Medium,39,5,Urban,55,72,Yes,compromised
ID2231,Weapon System,87,14,23,468,No,Low,8,0,Urban,104,123,Yes,compromised
ID1314,Radar System,87,45,96,288,Yes,Low,30,2,Arctic,51,1,Yes,normal
ID5448,Drone,52,21,95,142,No,Medium,32,2,Arctic,167,37,Yes,compromised
ID7927,Body Armor Sensor,14,36,26,496,Yes,Low,45,4,Desert,86,13,No,compromised
ID6473,Weapon System,21,39,90,155,No,Medium,37,1,Urban,126,183,No,compromised
ID4787,Body Armor Sensor,57,-3,96,447,Yes,Low,18,3,Forest,34,7,Yes,normal
ID3789,Drone,43,38,85,220,Yes,Medium,15,5,Arctic,67,127,No,compromised
ID4255,Radar System,46,-2,25,314,Yes,High,44,3,Forest,171,129,No,compromised
ID3223,Unmanned Ground Vehicle,94,7,45,238,Yes,High,8,3,Urban,36,9,Yes,normal
ID3971,Unmanned Ground Vehicle,12,22,61,153,Yes,High,15,1,Arctic,67,87,No,compromised
ID5303,Body Armor Sensor,17,20,89,349,No,High,29,1,Arctic,176,193,Yes,compromised
ID8842,Surveillance Camera,36,9,54,412,Yes,High,11,3,Urban,140,89,Yes,normal
ID5224,Weapon System,85,50,37,381,Yes,High,4,2,Forest,46,90,Yes,normal
ID6620,Weapon System,95,16,42,500,Yes,Low,31,4,Forest,117,83,Yes,normal
ID3108,Surveillance Camera,98,35,48,450,Yes,Low,56,4,Arctic,84,50,No,compromised
ID7426,Communication Equipment,65,18,30,185,Yes,Medium,49,0,Arctic,86,66,Yes,normal
ID9929,Body Armor Sensor,95,1,46,336,No,Medium,2,1,Arctic,41,91,Yes,compromised
ID5253,Radar System,100,56,88,273,No,Low,0,2,Desert,30,175,No,compromised
ID9317,Radar System,33,43,64,369,No,Medium,51,1,Arctic,127,26,No,compromised
ID2341,Communication Equipment,41,45,36,376,Yes,High,41,1,Urban,155,49,Yes,normal
ID3844,Body Armor Sensor,50,38,24,267,No,Medium,42,0,Forest,131,162,Yes,compromised
ID9757,Communication Equipment,48,2,71,301,No,High,89,2,Forest,116,73,No,compromised
ID2656,Surveillance Camera,58,56,38,275,Yes,Low,49,4,Arctic,178,195,Yes,compromised
ID2516,Surveillance Camera,52,32,97,406,Yes,Low,1,5,Desert,173,95,Yes,normal
ID5930,Drone,89,3,69,361,Yes,Low,49,3,Forest,148,1,Yes,normal
ID1454,Radar System,42,-3,43,327,Yes,High,25,2,Urban,56,195,Yes,compromised
ID9800,Radar System,88,33,84,384,Yes,Medium,3,1,Arctic,143,99,Yes,normal
ID1241,Surveillance Camera,14,25,50,276,No,Medium,25,2,Urban,167,44,Yes,compromised
ID8989,Body Armor Sensor,48,28,72,415,Yes,High,25,1,Urban,149,9,Yes,normal
ID2615,Body Armor Sensor,39,48,52,462,No,Low,32,3,Arctic,169,145,Yes,compromised
ID6911,Communication Equipment,31,47,67,234,Yes,Low,66,3,Forest,79,45,No,compromised
ID5704,Weapon System,28,17,73,337,Yes,High,10,4,Arctic,160,79,Yes,normal
ID8070,Weapon System,76,8,57,132,Yes,Medium,38,4,Forest,98,48,Yes,normal
ID3691,Weapon System,88,12,62,286,No,High,8,0,Desert,156,74,Yes,compromised
ID3469,Radar System,67,-5,78,138,Yes,Medium,19,5,Forest,161,16,Yes,normal
ID1201,Surveillance Camera,23,37,40,310,No,Medium,77,5,Arctic,123,73,Yes,compromised
ID6577,Drone,15,9,69,426,No,High,93,5,Desert,124,42,No,compromised
ID4012,Weapon System,83,12,62,456,No,Low,85,1,Forest,150,9,Yes,compromised
ID9953,Communication Equipment,65,6,46,398,Yes,Low,40,4,Forest,131,44,Yes,normal
ID3076,Unmanned Ground Vehicle,26,32,47,107,Yes,Low,48,5,Desert,77,91,Yes,normal
ID5309,Drone,66,-1,64,166,Yes,High,49,0,Desert,102,90,Yes,normal
ID6248,Drone,65,28,85,450,Yes,High,6,5,Urban,109,118,Yes,compromised
ID2706,Weapon System,67,46,59,392,Yes,High,100,0,Urban,107,58,Yes,compromised
ID6770,Body Armor Sensor,64,37,69,279,Yes,Medium,13,5,Urban,63,75,Yes,normal
ID9252,Surveillance Camera,25,21,23,192,No,Low,86,2,Desert,127,120,No,compromised
ID6771,Body Armor Sensor,40,27,30,252,Yes,Medium,43,1,Arctic,117,36,Yes,normal
ID9486,Unmanned Ground Vehicle,33,2,60,163,Yes,High,48,0,Forest,35,97,Yes,normal
ID3719,Surveillance Camera,62,46,87,500,Yes,Low,77,4,Desert,86,125,Yes,compromised
ID9230,Radar System,52,58,25,216,Yes,High,56,1,Forest,54,196,Yes,compromised
ID3783,Surveillance Camera,38,27,32,322,Yes,High,0,1,Desert,144,49,Yes,normal
ID7479,Drone,50,0,36,254,Yes,Low,99,4,Forest,83,49,Yes,compromised
ID6220,Weapon System,19,33,80,294,Yes,Medium,90,1,Desert,101,11,Yes,compromised
ID8210,Weapon System,94,15,57,302,Yes,Low,50,4,Arctic,85,61,Yes,normal
ID1907,Radar System,90,16,89,492,Yes,High,39,3,Forest,113,78,Yes,normal
ID2050,Surveillance Camera,29,23,71,299,No,High,60,2,Desert,132,132,Yes,compromised
ID1009,Radar System,31,33,88,293,Yes,Medium,19,2,Desert,100,97,Yes,normal
ID1627,Communication Equipment,59,55,69,398,No,Low,53,5,Forest,79,146,No,compromised
ID5037,Surveillance Camera,77,43,73,303,Yes,Medium,22,0,Urban,150,3,Yes,normal
ID2644,Unmanned Ground Vehicle,52,2,70,369,No,High,71,5,Arctic,85,96,No,compromised
ID9339,Unmanned Ground Vehicle,50,27,36,213,Yes,Low,1,1,Desert,73,42,Yes,normal
ID4163,Radar System,82,60,76,364,Yes,Medium,8,1,Urban,160,173,Yes,compromised
ID7255,Unmanned Ground Vehicle,81,54,22,490,Yes,High,48,1,Desert,115,35,Yes,compromised
ID2413,Communication Equipment,98,39,64,298,Yes,Low,34,4,Urban,91,16,Yes,normal
ID3922,Drone,89,8,99,280,Yes,Medium,20,3,Arctic,88,98,Yes,normal
ID9983,Radar System,48,14,81,357,Yes,High,33,4,Arctic,46,76,Yes,normal
ID4993,Surveillance Camera,71,-7,97,201,No,Low,18,5,Forest,91,157,No,compromised
ID7432,Drone,29,28,61,231,Yes,Medium,42,2,Arctic,45,2,Yes,normal
ID5730,Radar System,34,26,66,473,Yes,High,4,0,Arctic,71,60,Yes,normal
ID7814,Body Armor Sensor,61,11,61,345,No,High,4,3,Arctic,66,151,Yes,compromised
ID9435,Body Armor Sensor,81,7,46,261,Yes,Medium,27,1,Urban,64,45,Yes,normal
ID3357,Body Armor Sensor,96,-7,53,471,Yes,High,47,0,Urban,99,11,Yes,normal
ID2490,Radar System,35,3,51,428,Yes,High,19,2,Arctic,67,43,Yes,normal
ID3744,Body Armor Sensor,34,41,92,280,Yes,Medium,88,2,Arctic,179,103,No,compromised
ID1517,Surveillance Camera,36,42,55,458,Yes,Low,24,2,Urban,97,74,Yes,normal
ID8559,Drone,29,45,36,233,Yes,Low,7,2,Forest,158,35,Yes,normal
ID7536,Communication Equipment,58,20,30,296,Yes,Medium,19,1,Forest,168,170,Yes,compromised
ID9765,Surveillance Camera,53,45,98,300,Yes,High,16,0,Arctic,69,60,Yes,normal
ID6473,Surveillance Camera,31,34,56,236,Yes,High,36,5,Urban,146,45,No,compromised
ID6336,Surveillance Camera,21,46,38,390,Yes,Low,20,1,Arctic,86,80,Yes,normal
ID9409,Unmanned Ground Vehicle,94,11,31,469,Yes,Medium,20,1,Arctic,31,74,Yes,normal
ID3711,Surveillance Camera,44,50,68,214,No,High,99,0,Desert,36,198,Yes,compromised
ID4184,Radar System,38,53,100,480,Yes,Medium,69,0,Urban,61,54,No,compromised
ID1732,Body Armor Sensor,47,-4,91,159,Yes,Low,73,3,Forest,32,62,No,compromised
ID6203,Communication Equipment,49,24,80,213,No,Medium,64,1,Desert,115,149,Yes,compromised
ID4265,Weapon System,100,50,66,397,No,High,89,0,Desert,123,189,Yes,compromised
ID6714,Radar System,38,16,53,100,No,Low,20,1,Arctic,167,98,Yes,compromised
ID7112,Weapon System,99,21,38,141,Yes,Medium,71,0,Forest,79,192,No,compromised
ID8035,Radar System,32,11,25,146,Yes,Medium,57,4,Urban,76,184,No,compromised
ID4596,Unmanned Ground Vehicle,64,50,37,488,Yes,High,24,2,Urban,179,99,Yes,normal
ID9811,Drone,93,26,63,365,Yes,High,7,5,Urban,66,68,No,compromised
ID4623,Drone,42,4,81,183,Yes,Medium,5,4,Forest,57,13,Yes,normal
ID5213,Weapon System,22,38,34,167,Yes,Medium,28,5,Desert,67,45,No,compromised
ID9283,Communication Equipment,38,-4,64,499,Yes,High,4,0,Desert,65,50,Yes,normal
ID5755,Communication Equipment,38,-9,41,206,Yes,Medium,25,0,Arctic,172,56,Yes,normal
ID2222,Weapon System,58,38,72,264,Yes,Medium,49,2,Desert,78,23,Yes,normal
ID6724,Body Armor Sensor,50,28,69,487,Yes,High,10,5,Desert,73,97,Yes,normal
ID1410,Surveillance Camera,84,-3,52,270,Yes,High,12,2,Urban,51,13,Yes,normal
ID7050,Radar System,81,56,62,181,Yes,High,50,3,Arctic,149,5,No,compromised
ID8520,Drone,21,-6,98,467,Yes,High,5,2,Urban,69,35,Yes,normal
ID3946,Unmanned Ground Vehicle,58,23,84,322,Yes,High,77,1,Desert,33,46,Yes,compromised
ID2124,Unmanned Ground Vehicle,18,9,58,214,Yes,Medium,31,4,Forest,60,155,Yes,compromised
ID9534,Body Armor Sensor,27,49,27,211,No,High,64,4,Forest,96,157,Yes,compromised
ID2488,Communication Equipment,83,20,57,473,Yes,High,23,1,Arctic,120,149,Yes,compromised
ID4012,Drone,10,56,46,460,No,Medium,36,5,Urban,125,20,No,compromised
ID4075,Unmanned Ground Vehicle,77,39,23,445,No,Low,39,5,Urban,43,42,No,compromised
ID4122,Weapon System,89,2,33,264,No,Low,53,1,Desert,96,133,Yes,compromised
ID8291,Radar System,86,22,54,397,Yes,High,94,5,Desert,35,20,Yes,compromised
ID5316,Communication Equipment,27,34,37,467,Yes,High,32,3,Forest,99,73,Yes,normal
ID9291,Communication Equipment,51,-2,21,144,No,Medium,93,4,Desert,55,69,Yes,compromised
ID5864,Communication Equipment,22,-7,51,231,No,Low,40,2,Arctic,55,182,No,compromised
ID5287,Drone,75,55,23,366,Yes,Medium,52,4,Forest,130,93,No,compromised
ID5520,Surveillance Camera,71,22,49,177,Yes,High,57,3,Urban,58,76,No,compromised
ID4754,Communication Equipment,71,58,24,246,No,Low,68,0,Forest,147,56,No,compromised
ID2509,Surveillance Camera,13,36,71,219,No,Medium,31,3,Desert,157,129,No,compromised
ID7359,Body Armor Sensor,83,17,53,465,Yes,High,41,3,Urban,110,44,No,compromised
ID7702,Surveillance Camera,16,39,94,192,No,Low,15,3,Urban,73,135,No,compromised
ID8003,Radar System,71,-2,73,157,Yes,Low,1,0,Desert,56,7,Yes,normal
ID2908,Weapon System,23,12,80,172,No,High,81,1,Urban,38,14,No,compromised
ID2860,Drone,66,59,32,464,No,Low,13,4,Forest,75,124,Yes,compromised
ID8698,Unmanned Ground Vehicle,52,-5,63,101,Yes,Medium,43,5,Arctic,89,130,No,compromised
ID2240,Body Armor Sensor,71,42,45,187,No,Medium,63,4,Arctic,135,127,No,compromised
ID4559,Surveillance Camera,64,13,35,400,Yes,Medium,10,1,Desert,146,54,Yes,normal
ID5725,Unmanned Ground Vehicle,89,1,91,101,Yes,High,15,3,Desert,33,88,Yes,normal
ID8602,Weapon System,98,4,76,186,No,High,32,5,Desert,173,123,No,compromised
ID7843,Unmanned Ground Vehicle,57,34,30,381,Yes,Medium,57,5,Arctic,35,192,No,compromised
ID1584,Weapon System,71,33,76,194,Yes,Low,36,2,Desert,139,4,Yes,normal
ID8953,Surveillance Camera,31,52,20,165,Yes,High,57,4,Arctic,165,114,Yes,compromised
ID1137,Drone,11,6,43,127,Yes,Low,68,5,Forest,52,138,Yes,compromised
ID4759,Radar System,43,22,36,132,Yes,Medium,38,3,Forest,113,171,No,compromised
ID2058,Weapon System,29,-5,36,337,Yes,Medium,32,2,Urban,64,4,Yes,normal
ID5700,Drone,61,29,55,146,Yes,Medium,39,1,Forest,158,13,Yes,normal
ID4361,Radar System,69,5,41,246,Yes,High,19,3,Desert,39,55,Yes,normal
ID5043,Body Armor Sensor,53,18,37,240,No,High,3,4,Desert,62,39,Yes,compromised
ID1375,Body Armor Sensor,66,0,53,126,No,Low,18,1,Desert,176,91,Yes,compromised
