Device ID,Device Name,Battery Status (%),Device Temperature (°C),Event Logs,Connectivity Status,Alert Response Time (ms),Firmware Vulnerabilities,Calibration Status,Maintenance Status,Patient Criticality,Label,Attack Type,Protocol
ID9562,Heart Rate Monitor,75,32.5,154,Poor,39,2,Yes,No,Medium,Normal,None,None
ID8538,Glucose Monitor,78,42.0,169,Poor,33,0,No,No,High,Compromised,Spoofing,UDP
ID6093,Infusion Pump,67,36.7,26,Disconnected,24,9,No,Yes,High,Normal,None,None
ID1794,Glucose Monitor,81,46.3,44,Good,37,7,No,No,Medium,Compromised,DDoS,Bluetooth
ID1743,Ventilator,21,44.3,134,Poor,26,6,No,Yes,High,Normal,None,None
ID3339,Patient Monitor,39,36.3,109,Disconnected,32,9,No,No,Medium,Normal,None,None
ID9405,Infusion Pump,100,49.4,154,Disconnected,30,6,Yes,Yes,Low,Compromised,Spoofing,TCP
ID9272,Patient Monitor,24,34.8,119,Poor,47,6,No,Yes,High,Compromised,DDoS,UDP
ID2032,Ventilator,44,36.5,45,Disconnected,52,10,No,No,Low,Compromised,DDoS,TCP
ID2177,ECG Machine,35,45.0,53,Disconnected,17,6,Yes,Yes,High,Normal,None,None
ID2988,ECG Machine,42,34.3,54,Good,53,4,No,Yes,Low,Normal,None,None
ID3277,Ventilator,80,44.5,182,Disconnected,15,10,Yes,Yes,Low,Normal,None,None
ID3120,ECG Machine,51,40.3,125,Disconnected,17,5,Yes,Yes,Low,Normal,None,None
ID9548,ECG Machine,38,36.5,149,Poor,57,3,Yes,No,Low,Compromised,MITM,TCP
ID7297,ECG Machine,56,47.0,125,Good,9,6,Yes,No,High,Compromised,DDoS,UDP
ID1571,Heart Rate Monitor,97,45.4,7,Good,18,7,No,No,Medium,Compromised,MITM,TCP
ID7161,Infusion Pump,20,48.1,44,Poor,56,8,Yes,No,High,Compromised,Spoofing,TCP
ID3533,Infusion Pump,70,35.1,158,Disconnected,55,0,Yes,Yes,Medium,Compromised,MITM,UDP
ID8871,Patient Monitor,76,37.0,116,Good,15,8,Yes,No,Medium,Normal,None,None
ID8594,Patient Monitor,100,47.2,5,Disconnected,54,4,No,No,High,Compromised,MITM,TCP
ID7271,ECG Machine,12,35.3,62,Disconnected,24,0,No,No,Low,Compromised,MITM,Wi-Fi
ID4873,Ventilator,31,40.1,187,Good,42,1,No,Yes,High,Compromised,DDoS,TCP
ID4866,ECG Machine,30,38.2,163,Poor,40,0,Yes,Yes,High,Normal,None,None
ID3669,Infusion Pump,23,33.6,130,Disconnected,44,10,No,No,High,Compromised,DDoS,Bluetooth
ID4555,Heart Rate Monitor,90,39.8,80,Disconnected,33,4,No,Yes,High,Normal,None,None
ID3918,Glucose Monitor,80,42.0,53,Poor,59,5,No,No,Low,Compromised,MITM,UDP
ID6072,ECG Machine,70,33.8,188,Disconnected,21,3,Yes,No,High,Compromised,MITM,Bluetooth
ID5610,Infusion Pump,6,45.3,110,Poor,28,6,No,No,Low,Compromised,Spoofing,TCP
ID2445,Infusion Pump,47,44.7,191,Poor,25,7,Yes,Yes,Medium,Normal,None,None
ID5166,Infusion Pump,96,48.8,173,Disconnected,26,5,Yes,No,Low,Compromised,DDoS,TCP
ID7266,Glucose Monitor,43,42.2,133,Good,17,6,Yes,Yes,High,Normal,None,None
ID4200,Heart Rate Monitor,85,34.6,79,Disconnected,9,1,Yes,No,Low,Normal,None,None
ID3317,Patient Monitor,18,34.6,55,Disconnected,9,0,No,No,Low,Compromised,DDoS,Bluetooth
ID7276,Glucose Monitor,14,39.5,33,Good,26,1,Yes,Yes,Medium,Normal,None,None
ID6698,Heart Rate Monitor,80,41.9,166,Disconnected,35,8,No,Yes,Low,Normal,None,None
ID9496,Ventilator,65,37.4,169,Poor,58,5,Yes,Yes,Medium,Compromised,DDoS,Wi-Fi
ID4429,Glucose Monitor,82,33.1,160,Good,34,5,Yes,Yes,High,Normal,None,None
ID2097,Patient Monitor,29,32.6,102,Good,55,9,No,Yes,High,Compromised,Spoofing,TCP
ID5007,Heart Rate Monitor,1,30.8,7,Poor,29,6,No,Yes,High,Compromised,DDoS,TCP
ID8266,Ventilator,66,35.3,167,Good,50,5,Yes,Yes,High,Normal,None,None
ID3308,ECG Machine,26,38.4,15,Poor,51,4,Yes,Yes,High,Compromised,Spoofing,TCP
ID2739,Patient Monitor,86,34.8,27,Good,33,4,No,Yes,Medium,Normal,None,None
ID5059,Ventilator,80,34.5,11,Poor,32,10,No,Yes,Medium,Normal,None,None
ID2992,ECG Machine,100,49.7,53,Disconnected,37,10,Yes,Yes,Low,Compromised,Spoofing,Bluetooth
ID9366,Glucose Monitor,57,33.3,24,Disconnected,41,2,No,No,Medium,Compromised,DDoS,TCP
ID7580,Heart Rate Monitor,17,43.1,130,Disconnected,50,5,No,Yes,Low,Compromised,DDoS,UDP
ID2684,Infusion Pump,24,47.5,51,Poor,47,8,Yes,Yes,Low,Compromised,Spoofing,UDP
ID1139,Infusion Pump,32,32.8,123,Good,30,2,No,No,Low,Normal,None,None
ID1231,Ventilator,60,39.4,134,Poor,23,3,No,Yes,High,Normal,None,None
ID5420,Ventilator,42,40.0,68,Disconnected,44,3,No,No,High,Compromised,MITM,Wi-Fi
ID1260,Ventilator,11,35.9,130,Disconnected,58,4,Yes,No,High,Compromised,MITM,Bluetooth
ID8054,ECG Machine,6,44.4,173,Disconnected,5,7,Yes,No,Low,Compromised,Spoofing,Wi-Fi
ID2585,Infusion Pump,46,47.5,97,Disconnected,12,8,Yes,No,High,Compromised,DDoS,TCP
ID9739,ECG Machine,74,34.8,108,Poor,21,6,Yes,No,High,Normal,None,None
ID8670,ECG Machine,60,37.9,31,Good,10,3,Yes,No,High,Normal,None,None
ID3052,Glucose Monitor,77,40.0,196,Disconnected,19,7,No,Yes,Low,Normal,None,None
ID3311,Patient Monitor,56,35.3,10,Good,5,7,No,No,Medium,Normal,None,None
ID4770,ECG Machine,34,48.5,156,Poor,37,4,Yes,No,Low,Compromised,Spoofing,TCP
ID4296,Infusion Pump,26,38.9,22,Poor,13,5,Yes,No,High,Normal,None,None
ID6751,Ventilator,67,45.5,151,Good,45,7,Yes,Yes,Low,Compromised,MITM,TCP
ID2274,Patient Monitor,66,49.0,188,Good,22,8,No,Yes,High,Compromised,MITM,Wi-Fi
ID3833,ECG Machine,59,42.1,16,Good,34,6,No,Yes,Low,Normal,None,None
ID6117,Ventilator,53,42.7,196,Poor,8,3,No,Yes,High,Compromised,MITM,Bluetooth
ID8179,ECG Machine,70,32.2,192,Good,60,6,No,Yes,High,Compromised,DDoS,Wi-Fi
ID2129,Patient Monitor,89,34.0,133,Poor,21,7,Yes,No,High,Normal,None,None
ID2899,Infusion Pump,63,34.5,44,Poor,33,0,No,No,Medium,Normal,None,None
ID8986,Ventilator,49,42.8,118,Poor,57,3,Yes,No,High,Compromised,Spoofing,Wi-Fi
ID9819,Glucose Monitor,80,38.1,82,Poor,9,3,Yes,No,High,Normal,None,None
ID1927,ECG Machine,40,41.4,89,Poor,32,9,Yes,Yes,Low,Normal,None,None
ID4637,Infusion Pump,83,43.8,145,Disconnected,51,1,Yes,No,Medium,Compromised,DDoS,Wi-Fi
ID3723,Infusion Pump,17,41.9,147,Poor,18,0,Yes,No,High,Compromised,DDoS,TCP
ID4149,Patient Monitor,29,41.1,80,Good,51,0,No,Yes,Low,Normal,None,None
ID3629,Glucose Monitor,67,37.1,136,Poor,27,2,No,No,Medium,Normal,None,None
ID1658,Glucose Monitor,87,45.3,169,Good,36,1,Yes,No,Medium,Normal,None,None
ID1651,Glucose Monitor,70,42.3,145,Disconnected,59,6,No,No,Low,Compromised,MITM,UDP
ID6338,Patient Monitor,15,30.4,147,Poor,42,1,Yes,Yes,Medium,Compromised,DDoS,Bluetooth
ID1652,Patient Monitor,42,39.4,75,Good,24,9,No,Yes,Medium,Normal,None,None
ID8996,Heart Rate Monitor,29,33.4,154,Poor,18,1,Yes,No,Low,Normal,None,None
ID4984,Heart Rate Monitor,84,49.3,151,Poor,31,0,No,Yes,Medium,Compromised,Spoofing,UDP
ID7153,Glucose Monitor,75,34.8,110,Disconnected,7,9,No,Yes,High,Normal,None,None
ID1485,Ventilator,71,33.8,124,Good,7,5,Yes,Yes,Medium,Normal,None,None
ID4062,Heart Rate Monitor,85,40.4,59,Disconnected,24,4,Yes,Yes,Medium,Normal,None,None
ID1836,ECG Machine,96,32.3,69,Poor,38,10,No,Yes,High,Normal,None,None
ID2991,Glucose Monitor,49,48.1,158,Poor,11,8,Yes,No,High,Compromised,Spoofing,TCP
ID7361,Heart Rate Monitor,55,33.0,5,Poor,9,7,Yes,Yes,Low,Normal,None,None
ID9013,ECG Machine,41,38.2,50,Poor,17,6,No,Yes,Medium,Normal,None,None
ID3635,Patient Monitor,80,35.8,129,Poor,6,1,Yes,Yes,Low,Normal,None,None
ID3649,Heart Rate Monitor,76,36.5,200,Disconnected,40,8,No,Yes,Low,Normal,None,None
ID6177,ECG Machine,23,34.2,42,Poor,7,2,Yes,No,High,Normal,None,None
ID7219,Heart Rate Monitor,39,38.4,1,Disconnected,5,10,Yes,No,Medium,Normal,None,None
ID2184,ECG Machine,51,31.9,82,Good,28,2,No,No,Medium,Normal,None,None
ID9319,ECG Machine,9,42.9,96,Disconnected,54,10,Yes,Yes,Low,Compromised,DDoS,Wi-Fi
ID3834,Heart Rate Monitor,13,31.5,28,Disconnected,10,5,No,No,Low,Compromised,MITM,UDP
ID6727,Glucose Monitor,29,41.0,197,Disconnected,12,2,Yes,No,Low,Normal,None,None
ID1016,Heart Rate Monitor,45,32.9,124,Good,24,7,Yes,No,Medium,Normal,None,None
ID6009,Heart Rate Monitor,62,36.9,16,Good,18,1,Yes,Yes,Low,Normal,None,None
ID1484,ECG Machine,13,30.7,106,Disconnected,16,6,Yes,Yes,Low,Compromised,DDoS,Bluetooth
ID7643,Ventilator,95,49.2,148,Poor,17,5,No,Yes,Low,Compromised,Spoofing,Bluetooth
ID9440,Ventilator,58,30.0,164,Poor,19,5,Yes,No,High,Compromised,DDoS,Bluetooth
ID8923,Infusion Pump,12,38.7,102,Poor,38,7,Yes,No,High,Compromised,Spoofing,Wi-Fi
ID9484,Heart Rate Monitor,68,43.4,111,Poor,57,10,Yes,Yes,Low,Compromised,DDoS,Wi-Fi
ID6788,Infusion Pump,81,32.5,24,Poor,11,0,Yes,Yes,High,Normal,None,None
ID4475,Patient Monitor,33,34.1,20,Poor,44,7,No,Yes,Low,Compromised,MITM,UDP
ID1422,Heart Rate Monitor,37,46.4,25,Good,50,1,No,No,Low,Normal,None,None
ID2834,Glucose Monitor,8,43.9,154,Poor,13,4,No,No,Low,Compromised,MITM,Bluetooth
ID7639,Ventilator,34,33.2,170,Poor,60,10,No,No,Medium,Compromised,Spoofing,UDP
ID1905,Ventilator,71,33.4,68,Poor,32,4,No,Yes,Low,Normal,None,None
ID6288,Patient Monitor,86,36.6,22,Poor,42,5,No,Yes,Medium,Compromised,MITM,UDP
ID3638,Infusion Pump,0,38.2,164,Good,22,1,Yes,No,Medium,Normal,None,None
ID1532,Heart Rate Monitor,60,43.0,142,Good,48,9,No,No,Low,Compromised,DDoS,UDP
ID9963,Heart Rate Monitor,98,42.4,151,Poor,24,2,Yes,Yes,Medium,Normal,None,None
ID8875,Heart Rate Monitor,27,37.7,62,Disconnected,32,9,Yes,No,High,Normal,None,None
ID7763,Ventilator,88,35.7,150,Good,9,10,No,No,High,Normal,None,None
ID2333,Infusion Pump,16,32.8,184,Good,58,3,No,No,Low,Normal,None,None
ID2226,Glucose Monitor,52,34.0,11,Poor,26,9,No,No,High,Normal,None,None
ID9123,ECG Machine,58,45.7,133,Poor,21,6,Yes,No,Low,Compromised,DDoS,Bluetooth
ID1170,ECG Machine,79,30.3,23,Disconnected,39,8,No,Yes,High,Normal,None,None
ID4692,Heart Rate Monitor,0,43.6,39,Poor,49,4,Yes,No,Medium,Compromised,DDoS,UDP
ID9446,Infusion Pump,22,32.4,79,Disconnected,6,5,No,Yes,Medium,Normal,None,None
ID3562,Glucose Monitor,51,49.7,34,Good,10,8,No,Yes,Medium,Compromised,MITM,TCP
ID2569,Heart Rate Monitor,94,39.1,44,Good,22,5,Yes,No,High,Normal,None,None
ID7952,Heart Rate Monitor,6,34.5,144,Disconnected,40,5,No,No,Low,Compromised,DDoS,Wi-Fi
ID6221,Infusion Pump,27,40.7,61,Disconnected,46,9,No,No,Low,Compromised,MITM,TCP
ID9412,ECG Machine,76,31.1,117,Good,32,1,No,Yes,Medium,Normal,None,None
ID5837,Patient Monitor,33,39.7,122,Good,39,9,Yes,No,High,Normal,None,None
ID7425,Glucose Monitor,98,31.2,62,Good,27,3,No,No,Medium,Normal,None,None
ID7125,Patient Monitor,45,39.1,55,Good,19,4,No,Yes,Low,Normal,None,None
ID4230,Ventilator,13,31.3,68,Poor,10,1,No,Yes,Medium,Compromised,Spoofing,Wi-Fi
ID3523,Patient Monitor,13,46.2,56,Good,7,8,No,No,Low,Compromised,Spoofing,Wi-Fi
ID5395,Glucose Monitor,84,39.9,180,Disconnected,30,7,Yes,Yes,High,Normal,None,None
ID4093,Infusion Pump,67,47.0,197,Disconnected,26,8,No,Yes,Low,Compromised,DDoS,Wi-Fi
ID9932,Ventilator,22,34.3,7,Good,56,2,No,No,High,Normal,None,None
ID5293,Glucose Monitor,97,30.4,32,Good,35,8,Yes,No,Low,Normal,None,None
ID7573,ECG Machine,35,39.9,115,Disconnected,50,9,Yes,Yes,Low,Compromised,MITM,UDP
ID8042,Infusion Pump,51,43.1,149,Disconnected,6,1,No,No,Medium,Normal,None,None
ID4192,Heart Rate Monitor,7,40.2,53,Good,27,8,Yes,No,High,Compromised,DDoS,TCP
ID3389,Ventilator,90,49.7,69,Good,51,2,No,No,High,Normal,None,None
ID7038,Infusion Pump,94,46.7,173,Disconnected,38,9,No,No,Low,Compromised,DDoS,TCP
ID1017,Glucose Monitor,75,33.8,0,Disconnected,11,9,Yes,Yes,Medium,Normal,None,None
ID2905,Infusion Pump,52,38.7,56,Disconnected,42,6,Yes,Yes,High,Compromised,MITM,UDP
ID7367,ECG Machine,61,42.2,182,Poor,60,8,Yes,No,Low,Compromised,DDoS,TCP
ID5119,Ventilator,10,47.2,104,Good,59,9,No,No,High,Compromised,Spoofing,Bluetooth
ID8041,Infusion Pump,29,33.3,187,Poor,10,4,Yes,Yes,High,Normal,None,None
ID3650,Ventilator,73,48.2,142,Disconnected,26,9,No,Yes,Low,Compromised,DDoS,UDP
ID4394,Ventilator,98,38.2,161,Poor,19,5,No,Yes,Low,Normal,None,None
ID8021,Heart Rate Monitor,31,38.3,167,Disconnected,24,8,Yes,Yes,Low,Normal,None,None
ID2758,Infusion Pump,21,44.4,50,Poor,43,1,No,No,High,Compromised,MITM,TCP
ID5576,Infusion Pump,73,49.4,20,Poor,6,2,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID7055,ECG Machine,22,40.4,192,Good,33,6,No,Yes,Medium,Normal,None,None
ID7693,Heart Rate Monitor,89,41.4,52,Poor,20,7,No,No,High,Normal,None,None
ID7730,Ventilator,72,42.9,101,Poor,35,7,No,Yes,Low,Normal,None,None
ID3446,Heart Rate Monitor,55,30.7,164,Poor,25,1,No,Yes,Medium,Normal,None,None
ID3112,Heart Rate Monitor,94,36.1,115,Disconnected,40,8,No,Yes,High,Normal,None,None
ID8602,ECG Machine,42,42.0,44,Good,29,0,Yes,Yes,High,Normal,None,None
ID8965,ECG Machine,77,36.7,93,Good,54,6,Yes,Yes,Medium,Compromised,DDoS,Bluetooth
ID7443,Infusion Pump,30,48.0,124,Disconnected,24,10,Yes,Yes,Low,Compromised,MITM,TCP
ID3062,Glucose Monitor,17,39.5,166,Good,53,7,Yes,Yes,Low,Compromised,DDoS,Bluetooth
ID6921,ECG Machine,45,46.9,91,Disconnected,26,1,Yes,No,High,Compromised,Spoofing,Bluetooth
ID8173,ECG Machine,99,44.0,47,Good,48,1,Yes,Yes,Low,Normal,None,None
ID4579,ECG Machine,25,38.7,11,Disconnected,18,3,Yes,Yes,Medium,Normal,None,None
ID3723,Infusion Pump,89,32.4,88,Good,55,3,No,Yes,Low,Normal,None,None
ID1373,Patient Monitor,72,42.6,83,Disconnected,13,2,Yes,Yes,Low,Normal,None,None
ID6848,ECG Machine,56,32.0,83,Poor,59,1,Yes,Yes,Medium,Compromised,DDoS,Wi-Fi
ID6900,Infusion Pump,60,37.8,110,Good,22,8,Yes,Yes,High,Normal,None,None
ID2994,Patient Monitor,84,39.5,65,Poor,42,4,No,Yes,Low,Compromised,MITM,UDP
ID7193,Ventilator,10,41.2,93,Disconnected,15,5,Yes,No,Medium,Compromised,Spoofing,Wi-Fi
ID1144,Patient Monitor,98,47.8,162,Good,17,0,No,Yes,Low,Normal,None,None
ID6643,Patient Monitor,66,36.2,138,Disconnected,7,6,Yes,Yes,Low,Normal,None,None
ID3145,Glucose Monitor,85,36.9,59,Good,34,10,No,No,Low,Normal,None,None
ID2217,Glucose Monitor,50,31.4,59,Disconnected,40,10,No,No,Medium,Normal,None,None
ID7134,Glucose Monitor,70,38.5,47,Poor,46,5,Yes,No,High,Compromised,Spoofing,TCP
ID4812,ECG Machine,26,47.3,163,Good,9,8,Yes,No,High,Compromised,Spoofing,Wi-Fi
ID9526,Ventilator,82,36.3,197,Good,9,2,No,Yes,Low,Normal,None,None
ID5322,Glucose Monitor,89,41.0,64,Disconnected,44,3,No,Yes,Medium,Compromised,DDoS,UDP
ID1241,Glucose Monitor,20,45.4,41,Good,31,7,Yes,No,Low,Compromised,Spoofing,TCP
ID3546,Patient Monitor,83,33.5,63,Good,8,5,No,No,High,Normal,None,None
ID9332,Patient Monitor,5,39.0,76,Good,15,0,No,Yes,Medium,Normal,None,None
ID3527,ECG Machine,25,32.8,122,Poor,49,7,No,Yes,High,Compromised,MITM,TCP
ID3961,ECG Machine,80,48.5,86,Good,13,0,Yes,No,Low,Normal,None,None
ID6915,Patient Monitor,68,40.6,3,Poor,23,8,Yes,Yes,Medium,Normal,None,None
ID9845,ECG Machine,55,39.8,65,Disconnected,40,4,No,Yes,Medium,Normal,None,None
ID3165,ECG Machine,22,46.4,2,Good,29,3,No,No,High,Normal,None,None
ID3250,Patient Monitor,98,36.5,174,Disconnected,35,2,Yes,Yes,Medium,Normal,None,None
ID3533,Glucose Monitor,23,41.6,98,Good,48,10,No,Yes,Medium,Compromised,DDoS,TCP
ID6503,Heart Rate Monitor,91,39.3,122,Disconnected,36,7,No,No,High,Normal,None,None
ID8117,Infusion Pump,94,36.4,6,Good,39,10,Yes,No,High,Normal,None,None
ID8947,Patient Monitor,52,30.5,113,Poor,24,8,Yes,Yes,Medium,Normal,None,None
ID9563,Infusion Pump,11,44.3,29,Good,21,7,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID3952,Glucose Monitor,2,33.5,101,Poor,53,9,No,Yes,Low,Compromised,DDoS,Wi-Fi
ID6179,Patient Monitor,98,48.8,22,Good,50,10,No,Yes,Low,Compromised,Spoofing,UDP
ID8431,Infusion Pump,42,39.4,83,Disconnected,29,10,No,Yes,Medium,Normal,None,None
ID1292,Patient Monitor,89,41.0,200,Disconnected,39,8,No,No,High,Compromised,Spoofing,TCP
ID4524,Heart Rate Monitor,72,41.3,196,Poor,9,7,No,No,Medium,Normal,None,None
ID2927,Glucose Monitor,11,38.8,91,Good,52,0,Yes,Yes,High,Normal,None,None
ID9664,Ventilator,37,41.2,169,Disconnected,45,7,No,No,Medium,Compromised,Spoofing,UDP
ID7975,ECG Machine,98,41.4,149,Poor,40,8,No,No,High,Normal,None,None
ID6536,ECG Machine,47,43.4,2,Disconnected,30,7,Yes,Yes,Low,Normal,None,None
ID7994,Glucose Monitor,41,30.5,146,Poor,46,3,No,Yes,Low,Compromised,MITM,UDP
ID5028,Glucose Monitor,59,32.0,14,Poor,21,5,Yes,Yes,Medium,Normal,None,None
ID7421,Glucose Monitor,17,31.0,188,Good,40,1,Yes,No,Medium,Normal,None,None
ID8336,ECG Machine,17,46.4,187,Poor,12,0,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID1259,ECG Machine,39,32.9,124,Poor,12,3,No,Yes,Medium,Normal,None,None
ID6557,Patient Monitor,72,38.1,8,Poor,38,2,No,No,Low,Normal,None,None
ID8002,Glucose Monitor,5,42.2,108,Poor,13,5,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID1617,Glucose Monitor,78,31.3,75,Disconnected,21,8,No,No,Medium,Normal,None,None
ID4050,Ventilator,38,37.8,13,Poor,5,9,No,No,Medium,Normal,None,None
ID9256,ECG Machine,13,49.6,65,Disconnected,59,4,No,Yes,Low,Compromised,DDoS,TCP
ID6571,Ventilator,96,41.6,94,Good,10,10,Yes,Yes,Low,Normal,None,None
ID4475,Patient Monitor,67,33.5,82,Disconnected,42,2,No,Yes,Low,Compromised,MITM,UDP
ID7736,Infusion Pump,8,32.3,55,Disconnected,49,5,No,No,Low,Compromised,Spoofing,TCP
ID9098,Ventilator,90,44.1,163,Disconnected,45,10,Yes,Yes,Low,Compromised,MITM,Bluetooth
ID8284,ECG Machine,22,32.5,161,Good,17,8,Yes,Yes,Low,Normal,None,None
ID4624,ECG Machine,92,30.4,78,Good,13,1,Yes,No,High,Normal,None,None
ID7190,Ventilator,68,34.8,112,Good,58,9,Yes,No,Medium,Compromised,MITM,Bluetooth
ID5579,Ventilator,46,40.1,103,Disconnected,49,10,No,Yes,Low,Compromised,DDoS,Bluetooth
ID4776,Heart Rate Monitor,71,35.7,155,Poor,51,2,Yes,Yes,High,Compromised,MITM,UDP
ID9252,Heart Rate Monitor,24,46.4,171,Disconnected,23,1,No,Yes,Medium,Compromised,MITM,Bluetooth
ID8175,ECG Machine,9,36.9,150,Good,59,3,No,No,Medium,Normal,None,None
ID9838,Infusion Pump,38,31.1,8,Good,37,8,No,Yes,Low,Normal,None,None
ID3877,Glucose Monitor,59,32.2,1,Good,37,10,Yes,Yes,Medium,Normal,None,None
ID2681,Heart Rate Monitor,3,39.5,72,Good,58,5,No,Yes,High,Normal,None,None
ID6669,ECG Machine,40,41.7,4,Poor,9,8,Yes,No,Low,Normal,None,None
ID7738,ECG Machine,29,32.0,86,Poor,12,6,No,Yes,Low,Normal,None,None
ID9856,Ventilator,76,41.3,65,Disconnected,9,6,Yes,Yes,Medium,Normal,None,None
ID8927,Ventilator,33,37.7,123,Good,34,9,Yes,No,Low,Normal,None,None
ID4038,Patient Monitor,13,35.1,36,Disconnected,28,9,No,Yes,High,Compromised,DDoS,Bluetooth
ID1504,Ventilator,26,47.2,37,Disconnected,49,2,No,Yes,Low,Compromised,MITM,TCP
ID4117,Heart Rate Monitor,24,30.4,145,Poor,16,2,No,Yes,Medium,Normal,None,None
ID4779,Infusion Pump,86,35.8,11,Poor,57,1,No,Yes,Medium,Compromised,MITM,Bluetooth
ID6864,Patient Monitor,23,33.0,89,Disconnected,38,0,Yes,No,Low,Normal,None,None
ID8255,Infusion Pump,80,30.1,174,Disconnected,42,7,No,Yes,Low,Compromised,DDoS,TCP
ID1676,Heart Rate Monitor,77,38.9,71,Good,32,3,Yes,No,High,Normal,None,None
ID2855,ECG Machine,16,30.9,32,Good,13,10,Yes,No,Low,Compromised,MITM,Bluetooth
ID8560,Glucose Monitor,17,36.5,82,Disconnected,33,10,Yes,No,Medium,Compromised,DDoS,UDP
ID9753,Patient Monitor,87,48.8,164,Poor,16,10,No,No,Low,Compromised,MITM,Wi-Fi
ID2079,Patient Monitor,94,39.0,105,Poor,59,5,Yes,Yes,High,Compromised,MITM,UDP
ID6491,Ventilator,86,34.8,82,Poor,41,7,No,Yes,Low,Compromised,Spoofing,TCP
ID5721,Ventilator,2,47.5,154,Poor,6,6,No,No,Medium,Compromised,MITM,Wi-Fi
ID6602,Infusion Pump,27,30.6,153,Poor,35,4,No,Yes,Low,Normal,None,None
ID7079,Patient Monitor,33,32.7,179,Good,49,2,Yes,Yes,Medium,Normal,None,None
ID5059,Ventilator,5,46.9,57,Disconnected,37,3,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID1049,Ventilator,8,37.5,77,Disconnected,23,3,Yes,Yes,Low,Compromised,Spoofing,TCP
ID7891,ECG Machine,4,43.2,186,Good,10,2,Yes,No,High,Compromised,Spoofing,UDP
ID6006,Patient Monitor,22,46.7,150,Good,39,8,No,Yes,Low,Compromised,DDoS,UDP
ID8400,Infusion Pump,45,45.5,102,Poor,47,4,No,Yes,High,Compromised,MITM,UDP
ID5914,Patient Monitor,48,45.2,78,Good,19,0,Yes,No,Low,Normal,None,None
ID8292,Heart Rate Monitor,95,46.5,171,Poor,28,6,No,Yes,Medium,Compromised,Spoofing,UDP
ID7351,Heart Rate Monitor,54,35.2,136,Good,59,4,No,Yes,Medium,Normal,None,None
ID9488,Heart Rate Monitor,9,34.0,185,Disconnected,59,7,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID4821,ECG Machine,41,35.7,133,Good,25,3,No,No,Medium,Normal,None,None
ID9681,Ventilator,60,34.8,18,Good,11,0,Yes,Yes,Low,Normal,None,None
ID8203,Ventilator,91,48.5,102,Disconnected,59,9,No,Yes,Medium,Compromised,Spoofing,TCP
ID5934,Heart Rate Monitor,12,38.7,5,Good,36,7,Yes,Yes,Low,Compromised,Spoofing,TCP
ID8183,Infusion Pump,11,45.4,184,Disconnected,51,8,No,No,Medium,Compromised,MITM,Wi-Fi
ID3581,Glucose Monitor,83,31.3,98,Good,9,6,Yes,No,Medium,Normal,None,None
ID2582,Glucose Monitor,58,42.9,85,Good,5,2,Yes,Yes,Medium,Normal,None,None
ID9230,Patient Monitor,84,40.7,187,Good,5,3,Yes,No,High,Compromised,Spoofing,UDP
ID6465,Glucose Monitor,52,43.2,124,Good,52,8,No,No,Medium,Compromised,Spoofing,Bluetooth
ID3600,ECG Machine,18,33.1,80,Poor,59,7,Yes,No,Medium,Compromised,DDoS,TCP
ID1796,ECG Machine,32,46.9,4,Good,39,8,No,Yes,Low,Compromised,DDoS,Bluetooth
ID9776,Patient Monitor,60,35.2,200,Disconnected,57,8,No,Yes,Low,Compromised,Spoofing,UDP
ID3561,Heart Rate Monitor,19,32.1,132,Good,46,2,No,Yes,High,Normal,None,None
ID3632,Patient Monitor,19,30.7,101,Disconnected,28,8,Yes,No,High,Compromised,Spoofing,Bluetooth
ID9303,Heart Rate Monitor,52,43.6,126,Disconnected,56,4,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID5124,Patient Monitor,2,42.4,81,Disconnected,22,10,Yes,No,Medium,Compromised,DDoS,Bluetooth
ID2713,Patient Monitor,90,34.2,181,Disconnected,31,0,No,Yes,High,Compromised,Spoofing,Wi-Fi
ID5897,ECG Machine,20,49.0,87,Poor,7,1,Yes,Yes,High,Compromised,DDoS,Wi-Fi
ID3683,Glucose Monitor,93,49.0,153,Good,46,10,Yes,No,Medium,Compromised,MITM,Wi-Fi
ID4042,Patient Monitor,67,41.7,118,Good,32,9,Yes,No,High,Normal,None,None
ID1846,Patient Monitor,91,33.7,77,Good,46,1,No,No,Low,Normal,None,None
ID7670,ECG Machine,41,32.7,88,Good,14,7,Yes,Yes,High,Normal,None,None
ID9196,Glucose Monitor,100,46.0,69,Disconnected,5,7,Yes,No,Medium,Compromised,DDoS,Wi-Fi
ID9409,Patient Monitor,54,49.2,102,Disconnected,32,9,No,No,Medium,Compromised,Spoofing,UDP
ID7672,Infusion Pump,48,36.4,117,Good,44,3,Yes,Yes,High,Normal,None,None
ID3313,Ventilator,54,49.0,48,Good,15,2,No,No,Low,Normal,None,None
ID2052,Ventilator,22,31.4,80,Poor,34,1,No,Yes,Medium,Normal,None,None
ID8624,ECG Machine,78,36.4,58,Disconnected,34,4,No,No,Low,Normal,None,None
